Attack,Host,Run,Mode,CPU Temperature (°C),CPU Usage (%),Memory Usage (%),Attack Type,Measurement,Timestamp,Relative Time (s),Disk Read (Mo/s),Disk Write (Mo/s),Encrypted Disk Usage (%),Encrypted Files,Encrypted Files Size (Mo),Encryption Speed (o/s),Memory Usage (Mo),Network (Ko/s)
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,62.8,0.0,21.9,Ransomware,System,00:05:28.460,328.46,0.0,0.0,38.49,1432,193.7,0,645.03,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,21.9,Ransomware,System,00:05:29.570,329.57,0.0,0.0,38.49,1432,193.7,0,645.03,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,21.9,Ransomware,System,00:05:30.690,330.69,0.0,0.0,38.49,1432,193.7,0,644.78,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,3.0,21.9,Ransomware,System,00:05:31.800,331.8,0.0,0.0,38.49,1432,193.7,0,643.53,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,21.9,Ransomware,System,00:05:32.920,332.92,0.0,0.05,38.49,1432,193.7,0,643.01,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,62.8,0.0,21.9,Ransomware,System,00:05:34.110,334.11,0.0,0.0,38.49,1432,193.7,0,643.5,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,21.9,Ransomware,System,00:05:35.220,335.22,0.0,0.0,38.49,1432,193.7,0,643.77,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,21.9,Ransomware,System,00:05:36.340,336.34,0.0,0.0,38.49,1432,193.7,0,643.05,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.7,0.0,21.9,Ransomware,System,00:05:37.450,337.45,0.0,0.0,38.49,1432,193.7,0,643.29,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,62.8,0.0,21.9,Ransomware,System,00:05:38.560,338.56,0.0,0.02,38.49,1432,193.7,0,643.29,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,61.8,0.0,21.9,Ransomware,System,00:05:39.750,339.75,0.0,0.01,38.49,1432,193.7,0,643.53,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,21.9,Ransomware,System,00:05:40.860,340.86,0.0,0.0,38.49,1432,193.7,0,643.54,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,21.9,Ransomware,System,00:05:41.980,341.98,0.0,0.0,38.49,1432,193.7,0,643.78,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,62.8,0.0,21.9,Ransomware,System,00:05:43.090,343.09,0.0,0.0,38.49,1432,193.7,0,643.78,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,21.9,Ransomware,System,00:05:44.210,344.21,0.0,0.02,38.49,1432,193.7,0,643.78,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,62.3,0.0,21.9,Ransomware,System,00:05:45.400,345.4,0.0,0.0,38.49,1432,193.7,0,643.78,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,21.9,Ransomware,System,00:05:46.510,346.51,0.0,0.0,38.49,1432,193.7,0,643.78,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,62.3,0.0,21.9,Ransomware,System,00:05:47.630,347.63,0.0,0.0,38.49,1432,193.7,0,643.78,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,21.9,Ransomware,System,00:05:48.740,348.74,0.0,0.0,38.49,1432,193.7,0,643.78,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,21.9,Ransomware,System,00:05:49.860,349.86,0.0,0.0,38.49,1432,193.7,0,644.03,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,62.3,0.0,21.9,Ransomware,System,00:05:51.030,351.03,0.0,0.11,38.49,1432,193.7,0,644.02,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,62.8,0.0,21.9,Ransomware,System,00:05:52.150,352.15,0.0,0.05,38.49,1432,193.7,0,644.26,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,62.8,0.0,21.9,Ransomware,System,00:05:53.260,353.26,0.0,0.0,38.49,1432,193.7,0,644.26,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,21.9,Ransomware,System,00:05:54.380,354.38,0.0,0.0,38.49,1432,193.7,0,644.5,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,21.9,Ransomware,System,00:05:55.490,355.49,0.0,0.0,38.49,1432,193.7,0,644.5,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,62.8,0.0,21.9,Ransomware,System,00:05:56.680,356.68,0.0,0.0,38.49,1432,193.7,0,644.5,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,21.9,Ransomware,System,00:05:57.800,357.8,0.0,0.0,38.49,1432,193.7,0,644.5,0.0
